x-coordinate [m],y-coordinate [m],x-displacement [m],y-displacement [m]
0.000000000000000000e+00,2.000000000000000042e-02,1.159153918981390429e-05,-2.430840165914625320e-06
2.443536421825490829e-03,1.590363853821506052e-02,1.320424589496978705e-05,-1.447987259156208116e-06
5.000000000020689284e-03,2.000000000000000042e-02,1.490111040098157140e-05,-2.506699721371156934e-06
7.531760713421778441e-03,1.568714814725901546e-02,1.655503405422331851e-05,-1.436549109631412538e-06
4.999504327919811197e-03,1.133971356405899175e-02,1.488565120506988485e-05,-3.428553969716802668e-07
1.200419849653199672e-03,8.700490034775468923e-03,1.240201690643147788e-05,3.055401892920536439e-07
0.000000000000000000e+00,0.000000000000000000e+00,1.158863205766599493e-05,2.420361741696225684e-06
2.303196849978518534e-03,4.164041640535359398e-03,1.310634050863291506e-05,1.421453626738795250e-06
1.000000000001968065e-02,2.000000000000000042e-02,1.818915469308735126e-05,-2.527861237928951481e-06
1.250786195096474304e-02,1.571248485290116861e-02,1.983648991844913647e-05,-1.441268746571529756e-06
1.001089137621805070e-02,1.160955174932709610e-02,1.818247279051176096e-05,-4.160662757236998479e-07
7.409146242932020121e-03,7.174654191871871617e-03,1.647089405494552166e-05,6.921112603341990591e-07
4.999999999988138932e-03,0.000000000000000000e+00,1.489065268894301947e-05,2.490497464787630347e-06
1.500000000004035952e-02,2.000000000000000042e-02,2.148452212843159176e-05,-2.506441094433233253e-06
7.499999999985268451e-03,3.089002986201085620e-03,1.653341442971455414e-05,1.719504442171379996e-06
1.750371351107557830e-02,1.568022994631965150e-02,2.312730006470390965e-05,-1.392503874315597785e-06
1.501191742996678055e-02,1.156918622891871251e-02,2.146585055125464992e-05,-4.020790260365548435e-07
1.250010988546225096e-02,8.340378350422721077e-03,1.982096916183914017e-05,3.998732583515164029e-07
1.250230821631783187e-02,4.265319425319667561e-03,1.983062969456900440e-05,1.415893258628945860e-06
9.999999999982380622e-03,0.000000000000000000e+00,1.818030515969585112e-05,2.499324605429060455e-06
2.000000000005424175e-02,2.000000000000000042e-02,2.481780334003914695e-05,-2.440799130742161811e-06
2.229057790894281230e-02,1.573964084225819640e-02,2.627143749869379708e-05,-1.317975440362052563e-06
2.000000000005418624e-02,1.139459418740238622e-02,2.469814793506027215e-05,-3.358622348979257525e-07
1.756628616187659239e-02,7.083180156676254988e-03,2.314258887349105964e-05,6.796908635952075381e-07
1.499999999996644642e-02,0.000000000000000000e+00,2.147555851596148342e-05,2.481716804660561043e-06
2.500000000006815173e-02,2.000000000000000042e-02,2.827705757000166346e-05,-2.366209010700919095e-06
1.736733342155067847e-02,3.000099772614507956e-03,2.304847757608757689e-05,1.697736096097746259e-06
2.737020972161973223e-02,1.536258464470066816e-02,2.962023928183877294e-05,-1.132992828473186086e-06
2.407292757175145612e-02,1.212333826448509094e-02,2.725290894210782817e-05,-4.460562680145036129e-07
2.403424346654977825e-02,8.013607373164404607e-03,2.725685064275860543e-05,3.803137701425583577e-07
2.176807272964541642e-02,3.651999281076618101e-03,2.597044268524527632e-05,1.441404436207992409e-06
1.999999999994713298e-02,0.000000000000000000e+00,2.480440812527814930e-05,2.418470955256432025e-06
3.000000000007796777e-02,2.000000000000000042e-02,3.196973612602327462e-05,-2.449233461311053716e-06
3.223980835074959084e-02,1.637614860173535261e-02,3.319784370594019605e-05,-1.528826471392200047e-06
2.764584684622986219e-02,1.069619382382120017e-02,2.928171616382033090e-05,-1.634646519414780403e-07
2.678338009723399069e-02,3.694726752866445141e-03,2.930939149403102763e-05,1.279103422549517374e-06
2.499999999992509950e-02,0.000000000000000000e+00,2.824629036496833343e-05,2.289946968877916616e-06
3.500000000009727275e-02,2.000000000000000042e-02,3.608859886693689326e-05,-3.317325485941873109e-06
3.034893987109881994e-02,1.312535325138144450e-02,3.117723936718509324e-05,-6.219428795954671634e-07
2.940025161316464283e-02,6.798949907153682345e-03,3.060738834647056840e-05,5.348078808773337990e-07
3.659154054795421551e-02,1.654894436243325995e-02,3.683935568821339069e-05,-2.646212032741561876e-06
3.427330785288551507e-02,1.320679813145571833e-02,3.362168686956881991e-05,-7.018039891972411132e-07
3.189043796489815508e-02,1.002599308788085057e-02,3.134588457659301706e-05,-2.580386020257332489e-08
2.999999999992067692e-02,0.000000000000000000e+00,3.197826640944144108e-05,2.340018207328296967e-06
