x-coordinate [m],y-coordinate [m],x-displacement [m],y-displacement [m]
0.000000000000000000e+00,2.000000000000000042e-02,1.119298258639304908e-05,-1.024657617477737808e-06
2.443536421825490829e-03,1.590363853821506052e-02,1.270478278206945025e-05,-6.143565018869854431e-07
5.000000000020689284e-03,2.000000000000000042e-02,1.429808361577844776e-05,-1.100370716771029266e-06
7.531760713421778441e-03,1.568714814725901546e-02,1.584533835210735712e-05,-6.326792841937359382e-07
4.999504327919811197e-03,1.133971356405899175e-02,1.428380684135914290e-05,-1.474236502033140443e-07
1.200419849653199672e-03,8.700490034775468923e-03,1.195841302793386702e-05,1.278169660441476961e-07
0.000000000000000000e+00,0.000000000000000000e+00,1.119446204681165227e-05,1.023258125075261677e-06
2.303196849978518534e-03,4.164041640535359398e-03,1.261628015970490965e-05,6.066532232374014059e-07
1.000000000001968065e-02,2.000000000000000042e-02,1.737392421961515056e-05,-1.123211429742517717e-06
1.250786195096474304e-02,1.571248485290116861e-02,1.891838263647185506e-05,-6.359903415452549461e-07
1.001089137621805070e-02,1.160955174932709610e-02,1.737263595345398996e-05,-1.827817513137814480e-07
7.409146242932020121e-03,7.174654191871871617e-03,1.576826445695922257e-05,3.051320542821464294e-07
4.999999999988138932e-03,0.000000000000000000e+00,1.429440893920709809e-05,1.096628642355100501e-06
1.500000000004035952e-02,2.000000000000000042e-02,2.045414313687384509e-05,-1.104089307050322237e-06
7.499999999985268451e-03,3.089002986201085620e-03,1.582774084604703175e-05,7.610103474174664858e-07
1.750371351107557830e-02,1.568022994631965150e-02,2.200275656046776762e-05,-5.978191368671502757e-07
1.501191742996678055e-02,1.156918622891871251e-02,2.045181867032024004e-05,-1.741031205246362918e-07
1.250010988546225096e-02,8.340378350422721077e-03,1.890831446298312153e-05,1.777688327041562846e-07
1.250230821631783187e-02,4.265319425319667561e-03,1.891506538384319405e-05,6.270935664782562467e-07
9.999999999982380622e-03,0.000000000000000000e+00,1.737044797448733736e-05,1.113230740491604272e-06
2.000000000005424175e-02,2.000000000000000042e-02,2.357004517693844309e-05,-1.044184355758927537e-06
2.229057790894281230e-02,1.573964084225819640e-02,2.495533943135006956e-05,-5.341129735791685659e-07
