x-coordinate [m],y-coordinate [m],x-displacement [m],y-displacement [m]
0.000000000000000000e+00,2.000000000000000042e-02,1.170886889555601039e-05,-1.704331085390223772e-06
2.443536421825490829e-03,1.590363853821506052e-02,1.330800524689517838e-05,-1.017304195197194625e-06
5.000000000020689284e-03,2.000000000000000042e-02,1.499341437154520634e-05,-1.782378721005125260e-06
7.531760713421778441e-03,1.568714814725901546e-02,1.663241541680532780e-05,-1.022572758674211150e-06
4.999504327919811197e-03,1.133971356405899175e-02,1.497785063222068665e-05,-2.417683471741128231e-07
1.200419849653199672e-03,8.700490034775468923e-03,1.251517443947054477e-05,2.138485338593311226e-07
0.000000000000000000e+00,0.000000000000000000e+00,1.170842226904224131e-05,1.699169321844920831e-06
2.303196849978518534e-03,4.164041640535359398e-03,1.321275688858033132e-05,1.001125302921279961e-06
1.000000000001968065e-02,2.000000000000000042e-02,1.825180548294005377e-05,-1.804903589576258396e-06
1.250786195096474304e-02,1.571248485290116861e-02,1.988665209080481784e-05,-1.026502912513192714e-06
1.001089137621805070e-02,1.160955174932709610e-02,1.824830490007988012e-05,-2.957028238929889886e-07
7.409146242932020121e-03,7.174654191871871617e-03,1.654989100546486779e-05,4.933363807376789224e-07
4.999999999988138932e-03,0.000000000000000000e+00,1.498665015044168430e-05,1.773279772818200291e-06
1.500000000004035952e-02,2.000000000000000042e-02,2.151627603316939719e-05,-1.783991926932280805e-06
7.499999999985268451e-03,3.089002986201085620e-03,1.661251824969809936e-05,1.226762900567688409e-06
1.750371351107557830e-02,1.568022994631965150e-02,2.315168228562091389e-05,-9.821542670438569411e-07
1.501191742996678055e-02,1.156918622891871251e-02,2.150702779116852545e-05,-2.842157701924356103e-07
1.250010988546225096e-02,8.340378350422721077e-03,1.987393631239837654e-05,2.859515375734206124e-07
1.250230821631783187e-02,4.265319425319667561e-03,1.988211945745173997e-05,1.010417126346884524e-06
9.999999999982380622e-03,0.000000000000000000e+00,1.824577632122723506e-05,1.786747130231897557e-06
2.000000000005424175e-02,2.000000000000000042e-02,2.481882562189124632e-05,-1.719855836592074474e-06
2.229057790894281230e-02,1.573964084225819640e-02,2.627447114816951979e-05,-9.118066673841718361e-07
2.000000000005418624e-02,1.139459418740238622e-02,2.471910373474690221e-05,-2.320685865680843964e-07
1.756628616187659239e-02,7.083180156676254988e-03,2.317126927811743531e-05,4.789312629881140003e-07
1.499999999996644642e-02,0.000000000000000000e+00,2.150955716325666326e-05,1.768670020121602579e-06
2.500000000006815173e-02,2.000000000000000042e-02,2.824582994419125754e-05,-1.641594761000232759e-06
1.736733342155067847e-02,3.000099772614507956e-03,2.307100609143255095e-05,1.201700396013459805e-06
2.737020972161973223e-02,1.536258464470066816e-02,2.959477013087617324e-05,-7.623765665833791313e-07
2.407292757175145612e-02,1.212333826448509094e-02,2.726910088073947094e-05,-3.012659868691491311e-07
2.403424346654977825e-02,8.013607373164404607e-03,2.726564233193456684e-05,2.554861245414841704e-07
2.176807272964541642e-02,3.651999281076618101e-03,2.596805527435247052e-05,1.000902768106950937e-06
1.999999999994713298e-02,0.000000000000000000e+00,2.480674642862309976e-05,1.705415421207677173e-06
3.000000000007796777e-02,2.000000000000000042e-02,3.191207568000399341e-05,-1.720608471415237162e-06
3.223980835074959084e-02,1.637614860173535261e-02,3.312761972132243252e-05,-1.102221374879250097e-06
2.764584684622986219e-02,1.069619382382120017e-02,2.931015913224582480e-05,-1.087449190788999769e-07
2.678338009723399069e-02,3.694726752866445141e-03,2.928391841660840344e-05,8.641402623066797713e-07
2.499999999992509950e-02,0.000000000000000000e+00,2.821916603955232150e-05,1.587414978200068286e-06
3.500000000009727275e-02,2.000000000000000042e-02,3.597067162663422732e-05,-2.544460215991006678e-06
3.034893987109881994e-02,1.312535325138144450e-02,3.116244759503420146e-05,-4.201674642251601463e-07
2.940025161316464283e-02,6.798949907153682345e-03,3.059625774660516975e-05,3.509923249867245171e-07
3.659154054795421551e-02,1.654894436243325995e-02,3.671010033442541213e-05,-2.147980926215130346e-06
3.427330785288551507e-02,1.320679813145571833e-02,3.356958264142925389e-05,-5.178012327771455956e-07
3.189043796489815508e-02,1.002599308788085057e-02,3.139240698871834139e-05,-1.726249895474737356e-08
2.999999999992067692e-02,0.000000000000000000e+00,3.191954483846789098e-05,1.640053047887825644e-06
3.185718389473046752e-02,3.428475384262190048e-03,3.286593328847401438e-05,1.048800539381692704e-06
4.000000000010710266e-02,2.000000000000000042e-02,3.962609844074363756e-05,-3.607977834121000638e-06
3.395947164385887396e-02,6.579724727082873412e-03,3.342961589971661131e-05,4.936832809009870907e-07
4.008256148114600070e-02,1.602455628455249498e-02,3.971637623310132488e-05,-2.862655628201889570e-06
3.799999999647134252e-02,1.346410161310048967e-02,3.649526473753711767e-05,-1.882143030346972618e-06
3.599999999999999034e-02,1.000000000000000021e-02,3.254461858295686256e-05,-2.414856430794012503e-08
3.499999999990406618e-02,0.000000000000000000e+00,3.596785354873755186e-05,2.503240069483473700e-06
3.645568234666063390e-02,3.419923700755157954e-03,3.659066727143816394e-05,2.080453096699985413e-06
4.354431765621695483e-02,1.658007629704226146e-02,4.265933527914075375e-05,-2.103054260111697728e-06
3.800000001440158315e-02,6.535898376547476414e-03,3.646349475250097803e-05,1.835050030271825380e-06
4.500000000009930778e-02,2.000000000000000042e-02,4.328209183566631964e-05,-2.525808891481537156e-06
4.199999999341337553e-02,1.346410161894055421e-02,4.278653041407607098e-05,-1.857675463512626512e-06
3.999999999988339272e-02,0.000000000000000000e+00,3.962385381426332620e-05,3.585330633265979626e-06
3.991743852718539209e-02,3.975443716638409584e-03,3.953362907547582257e-05,2.840010625980302380e-06
4.200000001271150807e-02,6.535898392201238555e-03,4.275476416096700476e-05,1.859475353238567044e-06
4.814281610488382879e-02,1.657152461245835207e-02,4.638408069503883503e-05,-1.071286161631938569e-06
4.604052835765218288e-02,1.342027526630216669e-02,4.582039617507499660e-05,-5.162678808027108787e-07
