x-coordinate [m],y-coordinate [m],x-displacement [m],y-displacement [m]
0.000000000000000000e+00,2.000000000000000042e-02,1.108074510326931866e-05,-1.788213188631679552e-06
2.443536421825490829e-03,1.590363853821506052e-02,1.260024252122083637e-05,-1.066636669467464793e-06
5.000000000020689284e-03,2.000000000000000042e-02,1.420133651380675450e-05,-1.861737148783658760e-06
7.531760713421778441e-03,1.568714814725901546e-02,1.575912143865998994e-05,-1.067718934249425401e-06
4.999504327919811197e-03,1.133971356405899175e-02,1.418652500573742392e-05,-2.531399734726386243e-07
1.200419849653199672e-03,8.700490034775468923e-03,1.184614785833679526e-05,2.245475272774476121e-07
0.000000000000000000e+00,0.000000000000000000e+00,1.107975877435668044e-05,1.782171416740683439e-06
2.303196849978518534e-03,4.164041640535359398e-03,1.250930026957336576e-05,1.048950163441578804e-06
1.000000000001968065e-02,2.000000000000000042e-02,1.729828453355239566e-05,-1.882737466374413500e-06
1.250786195096474304e-02,1.571248485290116861e-02,1.885165692392001583e-05,-1.071602460459744778e-06
1.001089137621805070e-02,1.160955174932709610e-02,1.729428438046205080e-05,-3.088632550740741194e-07
7.409146242932020121e-03,7.174654191871871617e-03,1.568046758188802265e-05,5.150111617581153263e-07
4.999999999988138932e-03,0.000000000000000000e+00,1.419408808963686593e-05,1.851548370837704887e-06
1.500000000004035952e-02,2.000000000000000042e-02,2.040133737008455978e-05,-1.862742877591379951e-06
7.499999999985268451e-03,3.089002986201085620e-03,1.573985794612974467e-05,1.280161429809998753e-06
1.750371351107557830e-02,1.568022994631965150e-02,2.195409776771779399e-05,-1.028450077370677542e-06
1.501191742996678055e-02,1.156918622891871251e-02,2.039049605976409323e-05,-2.973532468006490738e-07
1.250010988546225096e-02,8.340378350422721077e-03,1.883897078702434413e-05,2.982299627235879128e-07
1.250230821631783187e-02,4.265319425319667561e-03,1.884705955482122975e-05,1.054313727441969658e-06
9.999999999982380622e-03,0.000000000000000000e+00,1.729190968571719706e-05,1.863227745102864066e-06
