x-coordinate [m],y-coordinate [m],x-displacement [m],y-displacement [m]
0.000000000000000000e+00,2.000000000000000042e-02,1.162318899755265994e-05,-1.830179537163782141e-06
2.443536421825490829e-03,1.590363853821506052e-02,1.321541962618686094e-05,-1.091838946233424602e-06
5.000000000020689284e-03,2.000000000000000042e-02,1.489326886201304273e-05,-1.907390425596398904e-06
7.531760713421778441e-03,1.568714814725901546e-02,1.652552469148770156e-05,-1.093990792157387912e-06
4.999504327919811197e-03,1.133971356405899175e-02,1.487774954956086195e-05,-2.592007863452112793e-07
1.200419849653199672e-03,8.700490034775468923e-03,1.242541516349254513e-05,2.297790216670306696e-07
0.000000000000000000e+00,0.000000000000000000e+00,1.162230174858031040e-05,1.824149173043116310e-06
2.303196849978518534e-03,4.164041640535359398e-03,1.312023725012919158e-05,1.073910288911421902e-06
1.000000000001968065e-02,2.000000000000000042e-02,1.813826516772896249e-05,-1.929498054394168735e-06
1.250786195096474304e-02,1.571248485290116861e-02,1.976602386149588886e-05,-1.098019954272408840e-06
1.001089137621805070e-02,1.160955174932709610e-02,1.813425220168176231e-05,-3.164354267809597429e-07
7.409146242932020121e-03,7.174654191871871617e-03,1.644316639706852956e-05,5.277150466289957535e-07
4.999999999988138932e-03,0.000000000000000000e+00,1.488588794252165853e-05,1.897120025526709989e-06
1.500000000004035952e-02,2.000000000000000042e-02,2.138957656272961178e-05,-1.908575712033326741e-06
7.499999999985268451e-03,3.089002986201085620e-03,1.650543203020224427e-05,1.311849366620339204e-06
1.750371351107557830e-02,1.568022994631965150e-02,2.301699415425211321e-05,-1.053060465446946861e-06
1.501191742996678055e-02,1.156918622891871251e-02,2.137875704025954889e-05,-3.045267464606081948e-07
1.250010988546225096e-02,8.340378350422721077e-03,1.975288862298620960e-05,3.056547580643063065e-07
1.250230821631783187e-02,4.265319425319667561e-03,1.976128229668522356e-05,1.080431326635964817e-06
9.999999999982380622e-03,0.000000000000000000e+00,1.813175268861472663e-05,1.909647712712051645e-06
2.000000000005424175e-02,2.000000000000000042e-02,2.467879377301096072e-05,-1.844555665791353547e-06
2.229057790894281230e-02,1.573964084225819640e-02,2.612573330366648852e-05,-9.823687303652577330e-07
2.000000000005418624e-02,1.139459418740238622e-02,2.457602517031672455e-05,-2.500168334153527281e-07
1.756628616187659239e-02,7.083180156676254988e-03,2.303569767486677409e-05,5.137285787934231319e-07
1.499999999996644642e-02,0.000000000000000000e+00,2.138246289050408424e-05,1.891668302980459938e-06
2.500000000006815173e-02,2.000000000000000042e-02,2.809209602552038509e-05,-1.767218683027583527e-06
1.736733342155067847e-02,3.000099772614507956e-03,2.293706584510769075e-05,1.287425689653104609e-06
2.737020972161973223e-02,1.536258464470066816e-02,2.943195240276447555e-05,-8.268407336233191809e-07
2.407292757175145612e-02,1.212333826448509094e-02,2.711225405733377514e-05,-3.265915253559465259e-07
2.403424346654977825e-02,8.013607373164404607e-03,2.710999700176786086e-05,2.774102203783847032e-07
2.176807272964541642e-02,3.651999281076618101e-03,2.582196912149100252e-05,1.077399604757023724e-06
1.999999999994713298e-02,0.000000000000000000e+00,2.466647654977711506e-05,1.828720279309732777e-06
3.000000000007796777e-02,2.000000000000000042e-02,3.174267933512555599e-05,-1.846533873254224841e-06
3.223980835074959084e-02,1.637614860173535261e-02,3.295294616058087211e-05,-1.175547021323314178e-06
2.764584684622986219e-02,1.069619382382120017e-02,2.913919426479064849e-05,-1.181638264230224972e-07
2.678338009723399069e-02,3.694726752866445141e-03,2.912301808376302183e-05,9.367110088964910738e-07
2.499999999992509950e-02,0.000000000000000000e+00,2.806482813471011006e-05,1.709563046486918056e-06
3.500000000009727275e-02,2.000000000000000042e-02,3.578951412261499707e-05,-2.674484752768446220e-06
3.034893987109881994e-02,1.312535325138144450e-02,3.098837413218992536e-05,-4.552688951207940334e-07
2.940025161316464283e-02,6.798949907153682345e-03,3.042479547881027634e-05,3.835016780420841555e-07
3.659154054795421551e-02,1.654894436243325995e-02,3.652618522969351743e-05,-2.229029285168523130e-06
3.427330785288551507e-02,1.320679813145571833e-02,3.338833063796499775e-05,-5.489077489055764697e-07
3.189043796489815508e-02,1.002599308788085057e-02,3.120562893341284692e-05,-1.868942237205719547e-08
2.999999999992067692e-02,0.000000000000000000e+00,3.175027407989721839e-05,1.761492534734084928e-06
3.185718389473046752e-02,3.428475384262190048e-03,3.269169100592189139e-05,1.121313527307951966e-06
4.000000000010710266e-02,2.000000000000000042e-02,3.942614235393369286e-05,-3.750878491635119663e-06
3.395947164385887396e-02,6.579724727082873412e-03,3.324783198919229116e-05,5.250361286446449379e-07
4.008256148114600070e-02,1.602455628455249498e-02,3.951600663762462601e-05,-2.946142873057738459e-06
3.799999999647134252e-02,1.346410161310048967e-02,3.630904897979010714e-05,-1.908947259430829823e-06
3.599999999999999034e-02,1.000000000000000021e-02,3.235869244342588530e-05,-2.593787547952288791e-08
3.499999999990406618e-02,0.000000000000000000e+00,3.578630920368357796e-05,2.630298679850214840e-06
3.645568234666063390e-02,3.419923700755157954e-03,3.640658481503042393e-05,2.159080633497361389e-06
4.354431765621695483e-02,1.658007629704226146e-02,4.244326480102204527e-05,-2.183815192086725803e-06
3.800000001440158315e-02,6.535898376547476414e-03,3.627659607757299846e-05,1.859664105770785456e-06
4.500000000009930778e-02,2.000000000000000042e-02,4.306348615350484045e-05,-2.655002197617488097e-06
4.199999999341337553e-02,1.346410161894055421e-02,4.257327458959808946e-05,-1.884421952870892299e-06
3.999999999988339272e-02,0.000000000000000000e+00,3.942365957609962114e-05,3.726099871914445178e-06
3.991743852718539209e-02,3.975443716638409584e-03,3.933384554437730347e-05,2.921366456606694517e-06
4.200000001271150807e-02,6.535898392201238555e-03,4.254082557421684128e-05,1.884149158390774531e-06
4.814281610488382879e-02,1.657152461245835207e-02,4.615816883827994640e-05,-1.145936615272338939e-06
4.604052835765218288e-02,1.342027526630216669e-02,4.560202521083618708e-05,-5.497546418470159104e-07
4.340845946045715498e-02,3.451055641520449357e-03,4.232366111364492924e-05,2.204209631724145725e-06
4.399999999999999745e-02,1.000000000000000021e-02,4.649117947764297220e-05,1.159900145751735972e-09
4.572669215125049758e-02,6.793201870641595724e-03,4.546153859761787089e-05,5.240805378671788922e-07
5.000000000008202050e-02,2.000000000000000042e-02,4.709954130825913255e-05,-1.786015243399060995e-06
4.810956202934860149e-02,9.974006907113978221e-03,4.764420689947130357e-05,-6.082236175903691407e-09
5.321661989747887567e-02,1.630527324474354348e-02,4.972689655430867646e-05,-9.610354526496273142e-07
5.059974838083944326e-02,1.320105008530058667e-02,4.842499711199162984e-05,-4.080904414200574111e-07
4.499999999990338118e-02,0.000000000000000000e+00,4.306028415677400913e-05,2.649629517420917603e-06
4.776019165317300919e-02,3.623851400206113023e-03,4.589689506208460525e-05,1.150628951581505198e-06
4.965106012815805048e-02,6.874646747767843187e-03,4.786146077822566879e-05,4.303512323130108161e-07
5.500000000006743939e-02,2.000000000000000042e-02,5.078520277642489914e-05,-1.733667284645874196e-06
5.235415314576657986e-02,9.303806171408923048e-03,4.971047992881127498e-05,9.335395517502695637e-08
5.823192726590074864e-02,1.634800071899824431e-02,5.302799613103385248e-05,-1.101178635947984070e-06
5.596575651317720057e-02,1.198639263129407627e-02,5.173942709599613639e-05,-3.018464567091795278e-07
4.999999999992336963e-02,0.000000000000000000e+00,4.710716051912478133e-05,1.821494251476964943e-06
5.262979027678832411e-02,4.637415354062316558e-03,4.941786309324547164e-05,8.016829668856609602e-07
6.000000000004473977e-02,2.000000000000000042e-02,5.418452595412346279e-05,-1.852384793565707091e-06
5.592707242380802468e-02,7.876661736037765538e-03,5.173711282526796392e-05,3.014845262690746043e-07
6.263683207866777014e-02,1.699377244503963783e-02,5.591636864084450565e-05,-1.309755710881751556e-06
6.245223312732538223e-02,1.295098852510483123e-02,5.582407737561636418e-05,-5.440073606376869720e-07
5.499999999992169486e-02,0.000000000000000000e+00,5.075798519791765393e-05,1.741789526877894708e-06
5.999999999994173883e-02,8.605405812100062543e-03,5.427256720360345335e-05,2.248750583932990552e-07
5.770942209033401438e-02,4.260359157688499432e-03,5.272406374235016229e-05,9.567154076885932854e-07
6.500000000003829104e-02,2.000000000000000042e-02,5.747182028337122239e-05,-1.916014292364619858e-06
6.750000000002970291e-02,1.566987298109512317e-02,5.909001204081680797e-05,-1.093183178300806956e-06
6.498808256992391619e-02,8.430813770925497594e-03,5.746804738119124818e-05,2.791274344791334987e-07
5.999999999994169719e-02,0.000000000000000000e+00,5.417229643264412652e-05,1.818542053299645541e-06
6.249628648888765070e-02,4.319770053590230030e-03,5.583251607317600465e-05,1.026866830538859092e-06
7.000000000002101763e-02,2.000000000000000042e-02,6.072818212332931493e-05,-1.940531192423075973e-06
6.740051133418925589e-02,1.150685152570313230e-02,5.902779353123707392e-05,-3.013676003127081866e-07
7.279327590094296363e-02,1.613787677442774654e-02,6.253729136101829377e-05,-1.201039567859453922e-06
7.178864413358494734e-02,1.200345815424263413e-02,6.187891878583501738e-05,-4.010431517189531930e-07
6.749385792404123674e-02,4.274392442031135775e-03,5.908399364838938219e-05,1.076177516076086569e-06
7.002157552234662685e-02,8.066666492799884347e-03,6.073113413583739134e-05,3.552459405394060367e-07
6.499999999996169953e-02,0.000000000000000000e+00,5.746452340464649865e-05,1.883030971864105342e-06
7.499999999999830413e-02,2.000000000000000042e-02,6.398006146726184344e-05,-1.952132305040586531e-06
7.633974596214868069e-02,1.633974596214564021e-02,6.484625748518525474e-05,-1.244518142211078135e-06
7.604655695369906543e-02,1.281628742749237222e-02,6.465131009266225637e-05,-5.615958380406789588e-07
7.552570150084221556e-02,7.859064009264705997e-03,6.431113222958226554e-05,3.983506434496449718e-07
6.999999999998168798e-02,0.000000000000000000e+00,6.072236832391436981e-05,1.911007153934371791e-06
7.247855853674463333e-02,4.234115622562914516e-03,6.232919488736491883e-05,1.097088250919433079e-06
8.000000000000000167e-02,2.000000000000000042e-02,6.723358495301018161e-05,-1.957760344780524191e-06
8.000000000000000167e-02,1.499999999998711912e-02,6.722711990801195784e-05,-9.881266798310674530e-07
8.000000000000000167e-02,9.999999999974581305e-03,6.722367599502440563e-05,-1.709005235815151634e-08
7.633974596214371244e-02,3.660254037848154236e-03,6.484317439548789423e-05,1.211696535895671069e-06
7.499999999998001321e-02,0.000000000000000000e+00,6.397503002620511089e-05,1.919673680444825538e-06
8.000000000000000167e-02,4.999999999989158082e-03,6.722478130954510250e-05,9.534329396570101074e-07
