x-coordinate [m],y-coordinate [m],x-displacement [m],y-displacement [m]
0.000000000000000000e+00,2.000000000000000042e-02,1.192606448098602677e-05,-1.319521704405649994e-06
2.443536421825490829e-03,1.590363853821506052e-02,1.354240465959994348e-05,-7.894643950059512911e-07
5.000000000020689284e-03,2.000000000000000042e-02,1.524615972250072610e-05,-1.399796003774830304e-06
7.531760713421778441e-03,1.568714814725901546e-02,1.690141110893039595e-05,-8.040202506792713250e-07
4.999504327919811197e-03,1.133971356405899175e-02,1.523066281831091460e-05,-1.885642923627150398e-07
1.200419849653199672e-03,8.700490034775468923e-03,1.274311018595308572e-05,1.650699346434647851e-07
0.000000000000000000e+00,0.000000000000000000e+00,1.192692573566151407e-05,1.316778420657634582e-06
2.303196849978518534e-03,4.164041640535359398e-03,1.344718588585476055e-05,7.784064428316951964e-07
1.000000000001968065e-02,2.000000000000000042e-02,1.853676882361639372e-05,-1.423600160872663278e-06
1.250786195096474304e-02,1.571248485290116861e-02,2.018868765194100165e-05,-8.076961852398034360e-07
1.001089137621805070e-02,1.160955174932709610e-02,1.853467606149573880e-05,-2.323514757732387914e-07
7.409146242932020121e-03,7.174654191871871617e-03,1.681862573860845784e-05,3.879057398638016972e-07
4.999999999988138932e-03,0.000000000000000000e+00,1.524121198634875813e-05,1.394025512942148310e-06
1.500000000004035952e-02,2.000000000000000042e-02,2.183262534131921739e-05,-1.402868777004416931e-06
7.499999999985268451e-03,3.089002986201085620e-03,1.688213677919606803e-05,9.660526481248390197e-07
1.750371351107557830e-02,1.568022994631965150e-02,2.348766713851381912e-05,-7.654095803240252885e-07
1.501191742996678055e-02,1.156918622891871251e-02,2.182781731220871882e-05,-2.222200268116349398e-07
1.250010988546225096e-02,8.340378350422721077e-03,2.017720196905507023e-05,2.254773677086037912e-07
1.250230821631783187e-02,4.265319425319667561e-03,2.018477661277403706e-05,7.958843586108464754e-07
9.999999999982380622e-03,0.000000000000000000e+00,1.853220420558167881e-05,1.410297556225520296e-06
2.000000000005424175e-02,2.000000000000000042e-02,2.516681785318875667e-05,-1.338531221069433876e-06
2.229057790894281230e-02,1.573964084225819640e-02,2.664471347001011017e-05,-6.962359071226732622e-07
2.000000000005418624e-02,1.139459418740238622e-02,2.507628551469951762e-05,-1.774226035591424387e-07
1.756628616187659239e-02,7.083180156676254988e-03,2.350980284047268242e-05,3.723551193756351929e-07
1.499999999996644642e-02,0.000000000000000000e+00,2.182715234097986075e-05,1.392200431715245593e-06
2.500000000006815173e-02,2.000000000000000042e-02,2.862603381268164496e-05,-1.258171301960479091e-06
1.736733342155067847e-02,3.000099772614507956e-03,2.340510283327113119e-05,9.394163694834236609e-07
2.737020972161973223e-02,1.536258464470066816e-02,2.999936788376047120e-05,-5.662796243502136849e-07
2.407292757175145612e-02,1.212333826448509094e-02,2.766102794906532869e-05,-2.238552271878096686e-07
2.403424346654977825e-02,8.013607373164404607e-03,2.765439708673814824e-05,1.883441953183343590e-07
