x-coordinate [m],y-coordinate [m],x-displacement [m],y-displacement [m]
0.000000000000000000e+00,2.000000000000000042e-02,1.138617365618208802e-05,-2.271750952069448611e-06
2.443536421825490829e-03,1.590363853821506052e-02,1.296508201200392022e-05,-1.353517055156178023e-06
5.000000000020689284e-03,2.000000000000000042e-02,1.462704178419716116e-05,-2.346478384762836436e-06
7.531760713421778441e-03,1.568714814725901546e-02,1.624627516426987561e-05,-1.344893773198874015e-06
4.999504327919811197e-03,1.133971356405899175e-02,1.461180928429044487e-05,-3.205809586094005640e-07
1.200419849653199672e-03,8.700490034775468923e-03,1.217998439983262080e-05,2.855261897186147942e-07
0.000000000000000000e+00,0.000000000000000000e+00,1.138371793837080097e-05,2.262380877154598883e-06
2.303196849978518534e-03,4.164041640535359398e-03,1.286951109083185706e-05,1.329175752918545653e-06
1.000000000001968065e-02,2.000000000000000042e-02,1.784613957087344881e-05,-2.367405718725461034e-06
1.250786195096474304e-02,1.571248485290116861e-02,1.945936521568486437e-05,-1.349375616172001907e-06
1.001089137621805070e-02,1.160955174932709610e-02,1.784013200393200118e-05,-3.894101706641276425e-07
7.409146242932020121e-03,7.174654191871871617e-03,1.616402065740206497e-05,6.481498613907372671e-07
4.999999999988138932e-03,0.000000000000000000e+00,1.461738901919382071e-05,2.331778349226858696e-06
1.500000000004035952e-02,2.000000000000000042e-02,2.107225992090371651e-05,-2.346449932277516755e-06
7.499999999985268451e-03,3.089002986201085620e-03,1.622535390121576478e-05,1.610347995654950859e-06
1.750371351107557830e-02,1.568022994631965150e-02,2.268185317956917748e-05,-1.302203741713433529e-06
1.501191742996678055e-02,1.156918622891871251e-02,2.105552195298763729e-05,-3.760615725051456528e-07
1.250010988546225096e-02,8.340378350422721077e-03,1.944460717694171251e-05,3.746327324222543127e-07
1.250230821631783187e-02,4.265319425319667561e-03,1.945383632000796849e-05,1.326052647316599911e-06
9.999999999982380622e-03,0.000000000000000000e+00,1.783790480021924725e-05,2.341151394659724526e-06
2.000000000005424175e-02,2.000000000000000042e-02,2.433565246251014034e-05,-2.282354622587076719e-06
2.229057790894281230e-02,1.573964084225819640e-02,2.576123315529833436e-05,-1.229806487167840201e-06
2.000000000005418624e-02,1.139459418740238622e-02,2.422148192446098769e-05,-3.132650327024350296e-07
1.756628616187659239e-02,7.083180156676254988e-03,2.269753381299008431e-05,6.356347943531870179e-07
1.499999999996644642e-02,0.000000000000000000e+00,2.106380266124451898e-05,2.323729662830199128e-06
2.500000000006815173e-02,2.000000000000000042e-02,2.772237088760170411e-05,-2.208460713593454374e-06
1.736733342155067847e-02,3.000099772614507956e-03,2.260422958371899522e-05,1.588388736116000016e-06
2.737020972161973223e-02,1.536258464470066816e-02,2.903996951766117535e-05,-1.053590952523940236e-06
2.407292757175145612e-02,1.212333826448509094e-02,2.672562108866102009e-05,-4.151186490414509307e-07
2.403424346654977825e-02,8.013607373164404607e-03,2.672816169873033884e-05,3.537853452187417012e-07
2.176807272964541642e-02,3.651999281076618101e-03,2.546517221775413382e-05,1.345582135553385866e-06
1.999999999994713298e-02,0.000000000000000000e+00,2.432266075116239792e-05,2.261667835332681703e-06
3.000000000007796777e-02,2.000000000000000042e-02,3.133929742986621723e-05,-2.289248878730006976e-06
3.223980835074959084e-02,1.637614860173535261e-02,3.254091932988202699e-05,-1.433405333041608039e-06
2.764584684622986219e-02,1.069619382382120017e-02,2.871659536742838975e-05,-1.517022780668754416e-07
2.678338009723399069e-02,3.694726752866445141e-03,2.873531099845905994e-05,1.190419428626910715e-06
2.499999999992509950e-02,0.000000000000000000e+00,2.769284391488951679e-05,2.137394395427631530e-06
3.500000000009727275e-02,2.000000000000000042e-02,3.536874271670715754e-05,-3.134089941423194203e-06
3.034893987109881994e-02,1.312535325138144450e-02,3.056798023985702478e-05,-5.786372502249687501e-07
2.940025161316464283e-02,6.798949907153682345e-03,3.000985274538798473e-05,4.963030329896237483e-07
3.659154054795421551e-02,1.654894436243325995e-02,3.610255418101257702e-05,-2.518281149700585828e-06
3.427330785288551507e-02,1.320679813145571833e-02,3.295869817972571530e-05,-6.595442354999648484e-07
3.189043796489815508e-02,1.002599308788085057e-02,3.074280691166695120e-05,-2.392204763256413800e-08
2.999999999992067692e-02,0.000000000000000000e+00,3.134747344521580817e-05,2.186941222493273455e-06
3.185718389473046752e-02,3.428475384262190048e-03,3.227939165880791154e-05,1.375192791467581226e-06
4.000000000010710266e-02,2.000000000000000042e-02,3.896454845095524607e-05,-4.261627569841638559e-06
3.395947164385887396e-02,6.579724727082873412e-03,3.281494688859272284e-05,6.357727424611054948e-07
4.008256148114600070e-02,1.602455628455249498e-02,3.905342400742730681e-05,-3.248830055730930985e-06
3.799999999647134252e-02,1.346410161310048967e-02,3.587968829577118128e-05,-2.010169364091329715e-06
3.599999999999999034e-02,1.000000000000000021e-02,3.191259053517378247e-05,-3.252186898539877285e-08
3.499999999990406618e-02,0.000000000000000000e+00,3.536401659874061342e-05,3.078869587292527247e-06
3.645568234666063390e-02,3.419923700755157954e-03,3.598150157250902396e-05,2.439172363796412662e-06
4.354431765621695483e-02,1.658007629704226146e-02,4.194400083460543256e-05,-2.471784173215469372e-06
3.800000001440158315e-02,6.535898376547476414e-03,3.584451042757994763e-05,1.952744390740598854e-06
4.500000000009930778e-02,2.000000000000000042e-02,4.256144162209113825e-05,-3.111454441354518435e-06
4.199999999341337553e-02,1.346410161894055421e-02,4.208100769923713453e-05,-1.985376433169578152e-06
3.999999999988339272e-02,0.000000000000000000e+00,3.896091504763290049e-05,4.228977854434781170e-06
3.991743852718539209e-02,3.975443716638409584e-03,3.887208025560435050e-05,3.216182595058751351e-06
4.200000001271150807e-02,6.535898392201238555e-03,4.204583426298756486e-05,1.977503277484032790e-06
4.814281610488382879e-02,1.657152461245835207e-02,4.564611703104484486e-05,-1.407706527068404420e-06
4.604052835765218288e-02,1.342027526630216669e-02,4.511055667756283137e-05,-6.683704149390423925e-07
4.340845946045715498e-02,3.451055641520449357e-03,4.182294436616933717e-05,2.485596329140308143e-06
4.399999999999999745e-02,1.000000000000000021e-02,4.601292700318075955e-05,-1.275190442198629332e-10
4.572669215125049758e-02,6.793201870641595724e-03,4.496681826020396138e-05,6.268529716299043716e-07
5.000000000008202050e-02,2.000000000000000042e-02,4.657800377674551137e-05,-2.219368984494710461e-06
4.810956202934860149e-02,9.974006907113978221e-03,4.718267584133768375e-05,-8.720815138459464558e-09
5.321661989747887567e-02,1.630527324474354348e-02,4.919023558134657349e-05,-1.222665780008555371e-06
5.059974838083944326e-02,1.320105008530058667e-02,4.791558692974601355e-05,-5.287826152573735656e-07
4.499999999990338118e-02,0.000000000000000000e+00,4.255671865678975512e-05,3.101373887275783236e-06
4.776019165317300919e-02,3.623851400206113023e-03,4.538456982648051373e-05,1.400633325023136765e-06
4.965106012815805048e-02,6.874646747767843187e-03,4.735750148917672406e-05,5.458654206370857326e-07
5.500000000006743939e-02,2.000000000000000042e-02,5.023281827326058808e-05,-2.169450417661626082e-06
5.235415314576657986e-02,9.303806171408923048e-03,4.920873688328715728e-05,1.190303934004118474e-07
5.823192726590074864e-02,1.634800071899824431e-02,5.246038441631313564e-05,-1.377328044523977768e-06
5.596575651317720057e-02,1.198639263129407627e-02,5.119694500633996788e-05,-3.861179728315632351e-07
4.999999999992336963e-02,0.000000000000000000e+00,4.658620336226415289e-05,2.256371311878605166e-06
5.262979027678832411e-02,4.637415354062316558e-03,4.888548121643719884e-05,1.020601165184817624e-06
6.000000000004473977e-02,2.000000000000000042e-02,5.360384869903832880e-05,-2.293335795440942125e-06
5.592707242380802468e-02,7.876661736037765538e-03,5.119941376348743678e-05,3.821664349382419001e-07
6.263683207866777014e-02,1.699377244503963783e-02,5.532471198205637464e-05,-1.618352482819709186e-06
6.245223312732538223e-02,1.295098852510483123e-02,5.523786155270249144e-05,-6.752925364990946244e-07
5.499999999992169486e-02,0.000000000000000000e+00,5.020333897397918270e-05,2.175235115118282595e-06
5.999999999994173883e-02,8.605405812100062543e-03,5.370285110162593192e-05,2.802570452913066187e-07
5.770942209033401438e-02,4.260359157688499432e-03,5.216417227748510122e-05,1.196350861717255471e-06
6.500000000003829104e-02,2.000000000000000042e-02,5.686562551412874630e-05,-2.355935456530617059e-06
6.750000000002970291e-02,1.566987298109512317e-02,5.847315732948287062e-05,-1.343533806626581138e-06
6.498808256992391619e-02,8.430813770925497594e-03,5.686720298131140876e-05,3.427130000580454272e-07
5.999999999994169719e-02,0.000000000000000000e+00,5.359093253496695092e-05,2.248573033419269306e-06
