x-coordinate [mm],y-coordinate [mm],x-displacement [mm],y-displacement [mm]
0.0000000000000000,20.0000000000000000,0.0187810718376264,0.0015818944913744
0.0000000000000000,18.7500000000000000,0.0201447277853148,-0.0005125426613012
0.0000000000000000,17.5000000000000000,0.0161761017736272,-0.0092830717215581
1.0937500000000000,20.0000000000000000,0.0168413175742740,0.0008409820297290
0.0000000000000000,16.2500000000000000,0.0273914381693432,-0.0002958514253685
0.0000000000000000,15.0000000000000000,0.0286366055316862,-0.0017156429686606
1.0937500000000000,17.5000000000000000,0.0193453158489886,0.0006520037385310
2.1875000000000000,20.0000000000000000,0.0191386448295415,0.0007017575109267
0.0000000000000000,13.7500000000000000,0.0277487648708392,-0.0023338032401768
2.1875000000000000,18.7500000000000000,0.0199918559768823,0.0003931651070893
1.0937500000000000,15.0000000000000000,0.0189527344117722,0.0015302047398757
2.1875000000000000,17.5000000000000000,0.0201522046888727,0.0007194702804300
0.0000000000000000,12.5000000000000000,0.0173105476511599,-0.0001125657326410
3.2812500000000000,20.0000000000000000,0.0203546036988639,0.0002012056705153
2.1875000000000000,16.2500000000000000,0.0197819323049288,0.0007744285409251
0.0000000000000000,11.2500000000000000,0.0347965733333558,-0.0191079623312510
2.1875000000000000,15.0000000000000000,0.0197011778616223,0.0015177399162776
3.2812500000000000,17.5000000000000000,0.0201892249488023,0.0005274748895486
1.0937500000000000,12.5000000000000000,0.0190206903324091,0.0006646296854067
2.1875000000000000,13.7500000000000000,0.0195609219237583,0.0013209937741075
4.3750000000000000,20.0000000000000000,0.0219860421011403,0.0012017575632344
0.0000000000000000,10.0000000000000000,0.0206165983702752,-0.0058538053843804
4.3750000000000000,18.7500000000000000,0.0210257666228444,0.0001700328096477
3.2812500000000000,15.0000000000000000,0.0197986027220965,0.0012244043327920
2.1875000000000000,12.5000000000000000,0.0197545224149986,0.0011710344301040
4.3750000000000000,17.5000000000000000,0.0209371616613144,0.0000888876743942
0.0000000000000000,8.7500000000000000,0.0084418714604935,0.0062689220860331
1.0937500000000000,10.0000000000000000,0.0187023059904458,0.0015335107710718
4.3750000000000000,16.2500000000000000,0.0209864380583005,0.0003904910741076
5.4687500000000000,20.0000000000000000,0.0214213275621167,-0.0000286210103037
2.1875000000000000,11.2500000000000000,0.0196071899255752,0.0010738531795755
4.3750000000000000,15.0000000000000000,0.0203841990902602,0.0009860069551628
3.2812500000000000,12.5000000000000000,0.0200391257837163,0.0016674417941134
5.4687500000000000,17.5000000000000000,0.0213119935288328,0.0003513716419604
0.0000000000000000,7.5000000000000000,0.0016681000770540,0.0153442458831283
2.1875000000000000,10.0000000000000000,0.0197932720887462,0.0016887012868364
4.3750000000000000,13.7500000000000000,0.0203773367813076,0.0008060408728340
6.5625000000000000,20.0000000000000000,0.0214135912288064,0.0007826588573724
6.5625000000000000,18.7500000000000000,0.0220859006851103,-0.0000523112354036
